"gene","cluster_id","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","contrast","comparison_type","method"
"Kcnmb4","T_cells",-0.205,4.04,0.221,0.65,0.766,0.787,"WB","Compartment","muscat_edgeR"
"Cnot2","T_cells",-0.0273,7.43,0.0372,0.852,0.911,0.919,"WB","Compartment","muscat_edgeR"
"5330438D12Rik","T_cells",0.019,4.9,0.00389,0.952,0.973,0.975,"WB","Compartment","muscat_edgeR"
"Rab3ip","T_cells",1.07,7.23,17.4,0.00274,0.0289,0.0342,"WB","Compartment","muscat_edgeR"
"Gm57004","T_cells",0.679,5.13,2.02,0.191,0.336,0.372,"WB","Compartment","muscat_edgeR"
"4933412E12Rik","T_cells",0.9,2.43,3.22,0.104,0.223,0.255,"WB","Compartment","muscat_edgeR"
"Cct2","T_cells",0.955,7.58,37.9,0.000212,0.011,0.0093,"WB","Compartment","muscat_edgeR"
"Frs2","T_cells",-0.553,5.9,8.87,0.0165,0.072,0.0874,"WB","Compartment","muscat_edgeR"
"Yeats4","T_cells",0.78,5.82,12.7,0.00674,0.0446,0.0541,"WB","Compartment","muscat_edgeR"
"Lyz2","T_cells",-1.65,7.53,6.19,0.0359,0.114,0.136,"WB","Compartment","muscat_edgeR"
"Cpsf6","T_cells",0.354,6.94,6.03,0.0379,0.117,0.14,"WB","Compartment","muscat_edgeR"
"Cpm","T_cells",-0.0118,6.1,0.00352,0.954,0.974,0.976,"WB","Compartment","muscat_edgeR"
"Mdm2","T_cells",0.263,6.2,2.29,0.166,0.306,0.341,"WB","Compartment","muscat_edgeR"
"Slc35e3","T_cells",-0.422,2.62,1.56,0.244,0.397,0.432,"WB","Compartment","muscat_edgeR"
"Nup107","T_cells",0.375,5.38,3.35,0.102,0.22,0.252,"WB","Compartment","muscat_edgeR"
"Rap1b","T_cells",0.904,8.95,26.3,0.000741,0.0174,0.0179,"WB","Compartment","muscat_edgeR"
"Mdm1","T_cells",-0.371,2.66,0.837,0.385,0.541,0.572,"WB","Compartment","muscat_edgeR"
"Ifng","T_cells",0.017,3.64,0.00045,0.984,0.991,0.991,"WB","Compartment","muscat_edgeR"
"Ifngas1","T_cells",-1.67,5.42,12.8,0.00655,0.044,0.0532,"WB","Compartment","muscat_edgeR"
"Dyrk2","T_cells",-0.228,6.2,0.904,0.368,0.525,0.556,"WB","Compartment","muscat_edgeR"
"Cand1","T_cells",-0.0243,6.17,0.0239,0.881,0.928,0.935,"WB","Compartment","muscat_edgeR"
"Helb","T_cells",-0.0416,5.56,0.0541,0.822,0.891,0.901,"WB","Compartment","muscat_edgeR"
"Irak3","T_cells",-0.475,3.28,2.42,0.156,0.293,0.328,"WB","Compartment","muscat_edgeR"
"Tmbim4","T_cells",0.243,5.46,1.35,0.276,0.433,0.467,"WB","Compartment","muscat_edgeR"
"Llph","T_cells",0.593,6.35,8.54,0.018,0.0754,0.0914,"WB","Compartment","muscat_edgeR"
"Lemd3","T_cells",0.0557,5.86,0.0905,0.771,0.856,0.869,"WB","Compartment","muscat_edgeR"
"Tbc1d30","T_cells",-0.873,4.21,5.14,0.0514,0.142,0.167,"WB","Compartment","muscat_edgeR"
"Gns","T_cells",-0.0332,4.43,0.0111,0.919,0.952,0.956,"WB","Compartment","muscat_edgeR"
"Rassf3","T_cells",0.39,5.75,1.72,0.224,0.374,0.41,"WB","Compartment","muscat_edgeR"
"Tbk1","T_cells",0.0677,6.46,0.221,0.65,0.766,0.787,"WB","Compartment","muscat_edgeR"
"Xpot","T_cells",-0.3,4.92,1.58,0.243,0.396,0.43,"WB","Compartment","muscat_edgeR"
"Kics2","T_cells",0.212,3.14,0.364,0.562,0.697,0.722,"WB","Compartment","muscat_edgeR"
"Rxylt1","T_cells",0.289,4.34,1.74,0.222,0.372,0.407,"WB","Compartment","muscat_edgeR"
"Ppm1h","T_cells",-0.0647,9.42,0.0592,0.813,0.885,0.896,"WB","Compartment","muscat_edgeR"
"Mon2","T_cells",-0.4,6.55,3.26,0.106,0.226,0.258,"WB","Compartment","muscat_edgeR"
"Usp15","T_cells",0.117,7.87,0.683,0.431,0.584,0.613,"WB","Compartment","muscat_edgeR"
"Slc16a7","T_cells",-3.57,1.03,14.2,0.00441,0.0359,0.0431,"WB","Compartment","muscat_edgeR"
"Atp23","T_cells",-0.181,3.2,0.322,0.585,0.716,0.739,"WB","Compartment","muscat_edgeR"
"Ctdsp2","T_cells",0.0476,6,0.0607,0.811,0.883,0.895,"WB","Compartment","muscat_edgeR"
"Avil","T_cells",0.0493,2.57,0.0103,0.921,0.954,0.957,"WB","Compartment","muscat_edgeR"
"Tsfm","T_cells",-0.162,4.23,0.553,0.477,0.624,0.653,"WB","Compartment","muscat_edgeR"
"Mettl1","T_cells",0.354,5.05,2.45,0.154,0.29,0.325,"WB","Compartment","muscat_edgeR"
"Marchf9","T_cells",-0.812,1.91,1.61,0.236,0.389,0.423,"WB","Compartment","muscat_edgeR"
"Cdk4","T_cells",0.4,6.14,3.97,0.0793,0.186,0.217,"WB","Compartment","muscat_edgeR"
"Tspan31","T_cells",1.28,3.82,14,0.00506,0.0389,0.0465,"WB","Compartment","muscat_edgeR"
"Agap2","T_cells",-0.331,5.97,1.33,0.281,0.438,0.472,"WB","Compartment","muscat_edgeR"
"Os9","T_cells",0.132,7.1,0.633,0.448,0.599,0.628,"WB","Compartment","muscat_edgeR"
"Gm56995","T_cells",-0.321,1.09,0.226,0.644,0.762,0.783,"WB","Compartment","muscat_edgeR"
"B4galnt1","T_cells",0.325,8.03,3.4,0.1,0.217,0.249,"WB","Compartment","muscat_edgeR"
"Slc26a10","T_cells",0.127,3.31,0.0895,0.772,0.857,0.869,"WB","Compartment","muscat_edgeR"
"Dtx3","T_cells",0.22,4.82,1.19,0.305,0.462,0.495,"WB","Compartment","muscat_edgeR"
"Pip4k2c","T_cells",0.0818,4.63,0.0926,0.768,0.854,0.867,"WB","Compartment","muscat_edgeR"
"Dctn2","T_cells",0.234,5.63,2.04,0.189,0.333,0.369,"WB","Compartment","muscat_edgeR"
"Mbd6","T_cells",-0.328,4.47,1.5,0.253,0.407,0.442,"WB","Compartment","muscat_edgeR"
"Ddit3","T_cells",0.104,3.97,0.101,0.759,0.847,0.861,"WB","Compartment","muscat_edgeR"
"Mars1","T_cells",-0.0842,4.41,0.206,0.661,0.776,0.796,"WB","Compartment","muscat_edgeR"
"Arhgap9","T_cells",-0.149,7.14,0.913,0.366,0.523,0.554,"WB","Compartment","muscat_edgeR"
"R3hdm2","T_cells",-0.602,6.27,8.46,0.0184,0.0762,0.0926,"WB","Compartment","muscat_edgeR"
"Shmt2","T_cells",0.387,5.35,2.16,0.177,0.32,0.356,"WB","Compartment","muscat_edgeR"
"Stat6","T_cells",0.0847,6.72,0.39,0.549,0.686,0.712,"WB","Compartment","muscat_edgeR"
"Nab2","T_cells",0.513,4.35,3.74,0.0872,0.197,0.228,"WB","Compartment","muscat_edgeR"
"Nemp1","T_cells",-0.375,3.65,1.21,0.302,0.459,0.492,"WB","Compartment","muscat_edgeR"
"Zbtb39","T_cells",-1.25,2.96,11.4,0.00891,0.0511,0.0626,"WB","Compartment","muscat_edgeR"
"Prim1","T_cells",-0.0674,3.83,0.0714,0.796,0.873,0.885,"WB","Compartment","muscat_edgeR"
"Naca","T_cells",0.985,9.5,17.2,0.00283,0.0292,0.0346,"WB","Compartment","muscat_edgeR"
"Ptges3","T_cells",1.03,7.5,49,0.0000836,0.00828,0.00583,"WB","Compartment","muscat_edgeR"
"Atp5b","T_cells",0.772,8.15,16.7,0.00308,0.0302,0.0358,"WB","Compartment","muscat_edgeR"
"Baz2a","T_cells",0.00558,7.26,0.00143,0.971,0.984,0.985,"WB","Compartment","muscat_edgeR"
"Rbms2","T_cells",0.667,4.25,5.61,0.0437,0.128,0.152,"WB","Compartment","muscat_edgeR"
"Spryd4","T_cells",0.145,2.27,0.148,0.71,0.813,0.829,"WB","Compartment","muscat_edgeR"
"Timeless","T_cells",-0.16,4.28,0.485,0.505,0.649,0.676,"WB","Compartment","muscat_edgeR"
"Stat2","T_cells",-0.221,4.91,1.21,0.302,0.459,0.492,"WB","Compartment","muscat_edgeR"
"Pan2","T_cells",-0.0913,4.98,0.218,0.652,0.768,0.789,"WB","Compartment","muscat_edgeR"
"Cnpy2","T_cells",-0.097,4.75,0.141,0.716,0.819,0.833,"WB","Compartment","muscat_edgeR"
"Cs","T_cells",0.542,6.21,9.85,0.0128,0.0622,0.0761,"WB","Compartment","muscat_edgeR"
"Coq10a","T_cells",0.0175,3.34,0.00135,0.972,0.984,0.985,"WB","Compartment","muscat_edgeR"
"Ankrd52","T_cells",-0.704,5.02,6.97,0.0282,0.0982,0.118,"WB","Compartment","muscat_edgeR"
"Nabp2","T_cells",0.828,4.89,10.2,0.0118,0.0598,0.0729,"WB","Compartment","muscat_edgeR"
"Rnf41","T_cells",-0.535,4.81,5.93,0.0391,0.119,0.142,"WB","Compartment","muscat_edgeR"
"Smarcc2","T_cells",-0.235,6.89,2.34,0.162,0.3,0.335,"WB","Compartment","muscat_edgeR"
"Myl6","T_cells",0.888,9.34,16.4,0.00322,0.0308,0.0366,"WB","Compartment","muscat_edgeR"
"A430046D13Rik","T_cells",0.291,3.12,0.778,0.402,0.557,0.588,"WB","Compartment","muscat_edgeR"
"Esyt1","T_cells",0.148,7.6,0.738,0.414,0.567,0.598,"WB","Compartment","muscat_edgeR"
"Gm29585","T_cells",-0.179,1.96,0.0807,0.783,0.864,0.876,"WB","Compartment","muscat_edgeR"
"Zc3h10","T_cells",0.45,3.72,3.54,0.0947,0.209,0.241,"WB","Compartment","muscat_edgeR"
"Rpl41","T_cells",1.53,8.18,22.1,0.0013,0.0216,0.0234,"WB","Compartment","muscat_edgeR"
"Pa2g4","T_cells",0.524,7,6.13,0.0366,0.115,0.137,"WB","Compartment","muscat_edgeR"
"Rps26","T_cells",1.59,10.1,13.7,0.00539,0.0396,0.0478,"WB","Compartment","muscat_edgeR"
"Ikzf4","T_cells",-0.897,3.61,5.29,0.0488,0.137,0.161,"WB","Compartment","muscat_edgeR"
"Suox","T_cells",0.139,2.85,0.145,0.712,0.815,0.83,"WB","Compartment","muscat_edgeR"
"Rab5b","T_cells",-0.357,5.38,2.65,0.14,0.273,0.307,"WB","Compartment","muscat_edgeR"
"Cdk2","T_cells",-0.207,3.37,0.572,0.47,0.617,0.647,"WB","Compartment","muscat_edgeR"
"Pmel","T_cells",-0.251,2.24,0.263,0.62,0.743,0.765,"WB","Compartment","muscat_edgeR"
"Dgka","T_cells",0.0193,9.04,0.00625,0.939,0.964,0.967,"WB","Compartment","muscat_edgeR"
"Gm31504","T_cells",0.436,2.78,0.775,0.402,0.557,0.588,"WB","Compartment","muscat_edgeR"
"Pym1","T_cells",-0.307,5.68,1.99,0.193,0.339,0.375,"WB","Compartment","muscat_edgeR"
"Tmem198b","T_cells",-0.186,1.6,0.0917,0.768,0.854,0.867,"WB","Compartment","muscat_edgeR"
"Dnajc14","T_cells",-0.0575,5.07,0.112,0.746,0.837,0.852,"WB","Compartment","muscat_edgeR"
"Sarnp","T_cells",0.308,6.67,4.46,0.0657,0.165,0.193,"WB","Compartment","muscat_edgeR"
"Ormdl2","T_cells",0.0502,4.07,0.0511,0.827,0.895,0.905,"WB","Compartment","muscat_edgeR"
"Gdf11","T_cells",-0.618,2.37,1.99,0.193,0.338,0.374,"WB","Compartment","muscat_edgeR"
"Cd63","T_cells",-3.21,2.28,27.4,0.000656,0.0163,0.0166,"WB","Compartment","muscat_edgeR"
"Rdh5","T_cells",-0.611,1.98,0.725,0.417,0.569,0.6,"WB","Compartment","muscat_edgeR"
"Bloc1s1","T_cells",0.43,6.2,3.92,0.0808,0.188,0.219,"WB","Compartment","muscat_edgeR"
"Itga7","T_cells",-0.767,1.29,1.01,0.34,0.497,0.529,"WB","Compartment","muscat_edgeR"
"Tespa1","T_cells",-0.119,6.93,0.34,0.575,0.707,0.731,"WB","Compartment","muscat_edgeR"
"Gm31793","T_cells",-2.68,1.58,19.1,0.00196,0.0256,0.0288,"WB","Compartment","muscat_edgeR"
"ENSMUSG00000121500","T_cells",0.307,4.3,1.4,0.269,0.425,0.46,"WB","Compartment","muscat_edgeR"
"Sfi1","T_cells",-0.496,6.01,5.3,0.0485,0.136,0.161,"WB","Compartment","muscat_edgeR"
"Drg1","T_cells",-0.144,6.16,0.75,0.41,0.564,0.595,"WB","Compartment","muscat_edgeR"
"Eif4enif1","T_cells",-0.515,5.29,4.29,0.0702,0.173,0.201,"WB","Compartment","muscat_edgeR"
"Patz1","T_cells",-0.659,5.58,8.61,0.0177,0.0745,0.0905,"WB","Compartment","muscat_edgeR"
"Gm12592","T_cells",-0.729,2.66,3.93,0.0806,0.188,0.218,"WB","Compartment","muscat_edgeR"
"Gm11944","T_cells",-0.118,4.49,0.158,0.701,0.806,0.823,"WB","Compartment","muscat_edgeR"
"Pik3ip1","T_cells",-0.000508,7.2,0.00000126,0.999,1,1,"WB","Compartment","muscat_edgeR"
"Limk2","T_cells",-0.372,6.03,3.67,0.0895,0.201,0.232,"WB","Compartment","muscat_edgeR"
"Rnf185","T_cells",0.238,4.45,1.06,0.332,0.489,0.522,"WB","Compartment","muscat_edgeR"
"8430429K09Rik","T_cells",0.181,2.66,0.15,0.708,0.811,0.828,"WB","Compartment","muscat_edgeR"
"Tug1","T_cells",0.0851,5.61,0.152,0.706,0.81,0.826,"WB","Compartment","muscat_edgeR"
"Morc2a","T_cells",-0.438,5.14,3.99,0.0789,0.185,0.216,"WB","Compartment","muscat_edgeR"
"Tcn2","T_cells",-0.694,3.66,5.05,0.053,0.144,0.17,"WB","Compartment","muscat_edgeR"
"Pes1","T_cells",0.341,5.74,3.16,0.111,0.233,0.266,"WB","Compartment","muscat_edgeR"
"Rnf215","T_cells",0.0586,3.65,0.0402,0.846,0.907,0.916,"WB","Compartment","muscat_edgeR"
"Sf3a1","T_cells",0.493,5.84,7.66,0.0231,0.0868,0.105,"WB","Compartment","muscat_edgeR"
"Tbc1d10a","T_cells",0.478,4.83,6.42,0.0335,0.109,0.13,"WB","Compartment","muscat_edgeR"
"Castor1","T_cells",-0.419,2.87,0.909,0.367,0.524,0.555,"WB","Compartment","muscat_edgeR"
"Osm","T_cells",-1.58,3.03,18.3,0.00239,0.0275,0.0318,"WB","Compartment","muscat_edgeR"
"Mtmr3","T_cells",-0.597,7.29,18.5,0.00227,0.0269,0.031,"WB","Compartment","muscat_edgeR"
"Ascc2","T_cells",0.0349,5.07,0.017,0.899,0.94,0.945,"WB","Compartment","muscat_edgeR"
"Uqcr10","T_cells",1.32,5.93,14.9,0.00431,0.0355,0.0425,"WB","Compartment","muscat_edgeR"
"Zmat5","T_cells",-0.076,5.54,0.169,0.691,0.799,0.816,"WB","Compartment","muscat_edgeR"
"Nf2","T_cells",-0.201,5.67,0.981,0.349,0.506,0.539,"WB","Compartment","muscat_edgeR"
"Nipsnap1","T_cells",-0.312,4.65,1.84,0.21,0.359,0.395,"WB","Compartment","muscat_edgeR"
"Thoc5","T_cells",-0.145,4.88,0.557,0.476,0.622,0.651,"WB","Compartment","muscat_edgeR"
"Nefh","T_cells",-0.098,3.63,0.0789,0.786,0.866,0.878,"WB","Compartment","muscat_edgeR"
"Ap1b1","T_cells",-0.176,6.24,1.09,0.326,0.483,0.516,"WB","Compartment","muscat_edgeR"
"Ewsr1","T_cells",0.459,7.83,10.1,0.0121,0.0604,0.0738,"WB","Compartment","muscat_edgeR"
"Rhbdd3","T_cells",-0.161,2.13,0.0897,0.771,0.856,0.869,"WB","Compartment","muscat_edgeR"
"Emid1","T_cells",-0.837,3.12,6.03,0.038,0.117,0.14,"WB","Compartment","muscat_edgeR"
"Kremen1","T_cells",0.106,5.15,0.287,0.606,0.732,0.754,"WB","Compartment","muscat_edgeR"
"Znrf3","T_cells",-0.492,8.1,4.57,0.0629,0.161,0.188,"WB","Compartment","muscat_edgeR"
"Xbp1","T_cells",0.406,4.94,5.29,0.0487,0.136,0.161,"WB","Compartment","muscat_edgeR"
"Ccdc117","T_cells",-0.339,5.58,2.84,0.128,0.256,0.291,"WB","Compartment","muscat_edgeR"
"Mrps24","T_cells",0.557,6.48,7.47,0.0243,0.0895,0.108,"WB","Compartment","muscat_edgeR"
"Urgcp","T_cells",-0.504,5.39,6.08,0.0373,0.116,0.138,"WB","Compartment","muscat_edgeR"
"Ube2d-ps","T_cells",0.587,3.84,3.47,0.0976,0.213,0.245,"WB","Compartment","muscat_edgeR"
"Dbnl","T_cells",0.416,6.67,4.72,0.0596,0.155,0.183,"WB","Compartment","muscat_edgeR"
"Polm","T_cells",-0.24,4.05,0.587,0.464,0.613,0.642,"WB","Compartment","muscat_edgeR"
"Pold2","T_cells",0.255,4.73,1.94,0.199,0.345,0.381,"WB","Compartment","muscat_edgeR"
"Ykt6","T_cells",0.195,4.96,1.08,0.326,0.484,0.517,"WB","Compartment","muscat_edgeR"
"Camk2b","T_cells",-0.45,4.5,0.346,0.572,0.705,0.729,"WB","Compartment","muscat_edgeR"
"Nudcd3","T_cells",-0.47,6.82,8.82,0.0167,0.0726,0.0881,"WB","Compartment","muscat_edgeR"
"Ddx56","T_cells",0.142,4.7,0.401,0.543,0.682,0.707,"WB","Compartment","muscat_edgeR"
"Tmed4","T_cells",0.85,4.35,17.9,0.00255,0.0281,0.0329,"WB","Compartment","muscat_edgeR"
"Ogdh","T_cells",-0.0318,7.13,0.0423,0.842,0.905,0.914,"WB","Compartment","muscat_edgeR"
"Zmiz2","T_cells",-0.839,5.74,16.2,0.00334,0.0313,0.0374,"WB","Compartment","muscat_edgeR"
"Ppia","T_cells",0.879,10.5,17.5,0.00269,0.0287,0.0338,"WB","Compartment","muscat_edgeR"
"H2az2","T_cells",0.513,7.07,5.1,0.052,0.142,0.168,"WB","Compartment","muscat_edgeR"
"Purb","T_cells",-0.0156,6.05,0.00345,0.955,0.975,0.976,"WB","Compartment","muscat_edgeR"
"Gm11973","T_cells",0.0448,3.62,0.017,0.899,0.94,0.945,"WB","Compartment","muscat_edgeR"
"Myo1g","T_cells",-0.358,6.73,4.51,0.0644,0.163,0.191,"WB","Compartment","muscat_edgeR"
"Snhg15","T_cells",1.5,5.34,46.1,0.000106,0.0087,0.00657,"WB","Compartment","muscat_edgeR"
"Ccm2","T_cells",-0.374,8.13,3.1,0.114,0.237,0.27,"WB","Compartment","muscat_edgeR"
"Tbrg4","T_cells",0.65,4.88,6.81,0.0297,0.101,0.121,"WB","Compartment","muscat_edgeR"
"D030016M11Rik","T_cells",1.75,3.4,18.3,0.00207,0.0263,0.0298,"WB","Compartment","muscat_edgeR"
"Ramp3","T_cells",2.95,4.42,113,0.00000246,0.00191,0.00085,"WB","Compartment","muscat_edgeR"
"Tns3","T_cells",-3.49,2.04,28.2,0.000594,0.0157,0.0157,"WB","Compartment","muscat_edgeR"
"Hus1","T_cells",-0.655,3.39,4.49,0.0651,0.164,0.192,"WB","Compartment","muscat_edgeR"
"Abca13","T_cells",-6.55,2.25,26.9,0.000444,0.0142,0.0137,"WB","Compartment","muscat_edgeR"
"Zpbp","T_cells",-0.667,4.22,5.25,0.0494,0.138,0.163,"WB","Compartment","muscat_edgeR"
"Spata48","T_cells",0.45,2.91,1.12,0.318,0.475,0.508,"WB","Compartment","muscat_edgeR"
"Gm11998","T_cells",-0.314,2.77,0.563,0.473,0.62,0.649,"WB","Compartment","muscat_edgeR"
"Ikzf1","T_cells",-0.402,9.79,5.87,0.0399,0.121,0.144,"WB","Compartment","muscat_edgeR"
"Ddc","T_cells",-0.867,3.77,3.12,0.113,0.236,0.269,"WB","Compartment","muscat_edgeR"
"Sec61g","T_cells",1.37,5.84,11.2,0.00928,0.0523,0.0641,"WB","Compartment","muscat_edgeR"
"Plek","T_cells",0.586,5.96,1.1,0.322,0.48,0.512,"WB","Compartment","muscat_edgeR"
"Cnrip1","T_cells",-0.5,2.38,0.924,0.362,0.52,0.551,"WB","Compartment","muscat_edgeR"
"Ppp3r1","T_cells",0.24,5.93,2.48,0.152,0.288,0.323,"WB","Compartment","muscat_edgeR"
"Dnaaf10","T_cells",-0.421,4.44,3.91,0.0815,0.189,0.22,"WB","Compartment","muscat_edgeR"
"Pno1","T_cells",0.532,4.55,5.47,0.0459,0.131,0.156,"WB","Compartment","muscat_edgeR"
"C1d","T_cells",0.709,5.04,14.2,0.0049,0.0382,0.0457,"WB","Compartment","muscat_edgeR"
"Etaa1","T_cells",0.111,4.95,0.322,0.585,0.715,0.739,"WB","Compartment","muscat_edgeR"
"Meis1","T_cells",-6.18,1.21,49,0.0000341,0.00607,0.00353,"WB","Compartment","muscat_edgeR"
"Spred2","T_cells",0.25,6.02,1.67,0.23,0.381,0.417,"WB","Compartment","muscat_edgeR"
"Actr2","T_cells",0.217,7.99,1.88,0.205,0.353,0.389,"WB","Compartment","muscat_edgeR"
"Rab1a","T_cells",0.644,6.77,21.9,0.00135,0.0218,0.0237,"WB","Compartment","muscat_edgeR"
"Cep68","T_cells",-0.216,5.41,1.93,0.2,0.346,0.382,"WB","Compartment","muscat_edgeR"
"Sertad2","T_cells",0.0331,5.92,0.0453,0.836,0.902,0.911,"WB","Compartment","muscat_edgeR"
"Aftph","T_cells",0.0649,6.85,0.165,0.695,0.801,0.819,"WB","Compartment","muscat_edgeR"
"Lgalsl","T_cells",0.965,2.06,2.29,0.16,0.298,0.333,"WB","Compartment","muscat_edgeR"
"Peli1","T_cells",-0.105,9.46,0.176,0.685,0.795,0.812,"WB","Compartment","muscat_edgeR"
"Vps54","T_cells",-1.09,7.06,30.5,0.000451,0.0142,0.0137,"WB","Compartment","muscat_edgeR"
"Ugp2","T_cells",-0.626,5.06,8.28,0.0193,0.0783,0.095,"WB","Compartment","muscat_edgeR"
"Mdh1","T_cells",0.488,7.21,7.87,0.0217,0.0838,0.102,"WB","Compartment","muscat_edgeR"
"Wdpcp","T_cells",-1.44,2.51,10.9,0.00989,0.054,0.0661,"WB","Compartment","muscat_edgeR"
"Ehbp1","T_cells",1.34,6.47,30.4,0.000457,0.0142,0.0138,"WB","Compartment","muscat_edgeR"
"B3gnt2","T_cells",-0.0476,6.76,0.0779,0.787,0.867,0.879,"WB","Compartment","muscat_edgeR"
"Commd1","T_cells",-0.0825,5.22,0.137,0.721,0.821,0.836,"WB","Compartment","muscat_edgeR"
"Cct4","T_cells",0.886,7.15,42.2,0.000144,0.00937,0.00754,"WB","Compartment","muscat_edgeR"
"Xpo1","T_cells",-0.000507,6.72,0.00000619,0.998,0.999,0.999,"WB","Compartment","muscat_edgeR"
"Usp34","T_cells",-0.227,8.19,2.53,0.148,0.283,0.318,"WB","Compartment","muscat_edgeR"
"Ahsa2","T_cells",0.3,5.36,2.43,0.156,0.292,0.327,"WB","Compartment","muscat_edgeR"
"Sanbr","T_cells",-1.17,4.05,11.5,0.00869,0.0504,0.0617,"WB","Compartment","muscat_edgeR"
"Pex13","T_cells",0.352,4.32,2.1,0.184,0.327,0.363,"WB","Compartment","muscat_edgeR"
"Pus10","T_cells",-0.532,4.6,8.45,0.0185,0.0763,0.0927,"WB","Compartment","muscat_edgeR"
"Rel","T_cells",0.311,6.52,2.59,0.144,0.278,0.313,"WB","Compartment","muscat_edgeR"
"Papolg","T_cells",0.0463,5.62,0.0656,0.804,0.879,0.89,"WB","Compartment","muscat_edgeR"
"Fancl","T_cells",-0.175,5.04,0.923,0.363,0.52,0.552,"WB","Compartment","muscat_edgeR"
"Vrk2","T_cells",-0.527,6.09,10.9,0.00988,0.054,0.0661,"WB","Compartment","muscat_edgeR"
"Pnpt1","T_cells",0.0374,5.4,0.0326,0.861,0.916,0.924,"WB","Compartment","muscat_edgeR"
"A630052C17Rik","T_cells",0.795,2.5,4.39,0.0646,0.163,0.191,"WB","Compartment","muscat_edgeR"
"Ppp4r3b","T_cells",0.326,7.5,5.59,0.0439,0.128,0.152,"WB","Compartment","muscat_edgeR"
"Cfap36","T_cells",-0.213,4.56,0.954,0.356,0.513,0.545,"WB","Compartment","muscat_edgeR"
"Ccdc88a","T_cells",-2.32,3.47,32.8,0.000356,0.0133,0.0123,"WB","Compartment","muscat_edgeR"
"Prorsd1","T_cells",0.0206,4,0.00969,0.924,0.956,0.959,"WB","Compartment","muscat_edgeR"
"Mtif2","T_cells",-0.426,5.48,6.36,0.034,0.11,0.132,"WB","Compartment","muscat_edgeR"
"Rps27a","T_cells",1.15,10.9,12.6,0.00687,0.0451,0.0547,"WB","Compartment","muscat_edgeR"
"Rtn4","T_cells",-0.155,6.65,0.409,0.539,0.678,0.704,"WB","Compartment","muscat_edgeR"
"Eml6","T_cells",-2.82,3.56,11.7,0.00838,0.0497,0.0606,"WB","Compartment","muscat_edgeR"
"Sptbn1","T_cells",0.285,8.63,2.96,0.122,0.248,0.281,"WB","Compartment","muscat_edgeR"
"Acyp2","T_cells",-0.602,3.95,7.94,0.0213,0.083,0.101,"WB","Compartment","muscat_edgeR"
"Psme4","T_cells",-0.312,6.88,4.36,0.0681,0.169,0.198,"WB","Compartment","muscat_edgeR"
"Asb3","T_cells",-0.229,6.41,2.76,0.133,0.263,0.297,"WB","Compartment","muscat_edgeR"
"Erlec1","T_cells",-0.284,5.23,2.27,0.168,0.308,0.343,"WB","Compartment","muscat_edgeR"
"Chac2","T_cells",-0.0289,2.42,0.0048,0.946,0.969,0.972,"WB","Compartment","muscat_edgeR"
"Stc2","T_cells",-1.82,0.908,4.91,0.0517,0.142,0.167,"WB","Compartment","muscat_edgeR"
"Bod1","T_cells",0.0831,3.22,0.0214,0.887,0.932,0.939,"WB","Compartment","muscat_edgeR"
"Gm57354","T_cells",0.342,3.4,1.55,0.247,0.4,0.435,"WB","Compartment","muscat_edgeR"
"Cpeb4","T_cells",-0.614,5.15,3.88,0.0823,0.19,0.221,"WB","Compartment","muscat_edgeR"
"Nsg2","T_cells",0.46,7.56,3.43,0.0991,0.215,0.247,"WB","Compartment","muscat_edgeR"
"Il9r","T_cells",-3.91,0.837,23.3,0.00086,0.0183,0.0191,"WB","Compartment","muscat_edgeR"
"Snrnp25","T_cells",0.0067,3.93,0.000615,0.981,0.989,0.99,"WB","Compartment","muscat_edgeR"
"Nprl3","T_cells",-0.305,4.83,2.33,0.163,0.302,0.337,"WB","Compartment","muscat_edgeR"
"Mpg","T_cells",0.365,4.11,2,0.193,0.338,0.373,"WB","Compartment","muscat_edgeR"
"Hba-a1","T_cells",1.85,6.43,10.4,0.0113,0.0586,0.0715,"WB","Compartment","muscat_edgeR"
"Hba-a2","T_cells",1.96,5.95,9.8,0.013,0.0627,0.0766,"WB","Compartment","muscat_edgeR"
"Ubtd2","T_cells",-0.116,2.83,0.142,0.715,0.818,0.833,"WB","Compartment","muscat_edgeR"
"Stk10","T_cells",-0.303,8.52,4.48,0.0653,0.164,0.193,"WB","Compartment","muscat_edgeR"
"Fbxw11","T_cells",-0.567,6.36,7.16,0.0267,0.0945,0.114,"WB","Compartment","muscat_edgeR"
"Npm1","T_cells",0.99,9.83,12.9,0.00643,0.0437,0.0526,"WB","Compartment","muscat_edgeR"
"Kcnip1","T_cells",-1.69,4.28,29.5,0.000509,0.0148,0.0146,"WB","Compartment","muscat_edgeR"
"4930469K13Rik","T_cells",-0.808,4.54,3.49,0.0965,0.211,0.243,"WB","Compartment","muscat_edgeR"
"Lcp2","T_cells",-0.27,8.35,3.56,0.0938,0.208,0.239,"WB","Compartment","muscat_edgeR"
"Dock2","T_cells",0.48,12.1,5.3,0.0484,0.136,0.161,"WB","Compartment","muscat_edgeR"
"4930403D09Rik","T_cells",0.561,3.36,1.08,0.327,0.484,0.517,"WB","Compartment","muscat_edgeR"
"Insyn2b","T_cells",-0.687,5.96,2.98,0.12,0.246,0.279,"WB","Compartment","muscat_edgeR"
